,question,exec_time_seconds,answer,retriever_topk,PREPROCESSOR_SPLIT_BY,PREPROCESSOR_SPLIT_LENGTH,PREPROCESSOR_SPLIT_OVERLAP,EMBEDDING_MODEL,EMBEDDING_MODEL_SHORTNAME,EMBEDDING_MAX_SEQ_LENGTH,OUTPUT_TYPE,OUTPUT_NBEAMS,OUTPUT_MAXLENGTH
33,When does Alpeana Operate?,4.552678346633911,"Alpeana doesn't ""operate"" in the sense that she doesn't do anything. She's just there to do her job. She doesn't have to do anything, she just does it.",10,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
34,When does Alpeana Operate?,3.852236270904541,"Alpeana doesn't ""operate"" in the sense that she doesn't do anything. She's just there to do her job. She doesn't have to do anything, she just does it.",20,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
35,When does Alpeana Operate?,3.7870991230010986,"Alpeana doesn't ""operate"" in the sense that she doesn't do anything. She's just there to do her job. She doesn't have to do anything, she just does it.",50,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
36,Where is Kennet?,3.041170120239258,Kennet is a small town in the Canadian province of Saskatchewan. It's located on the border between Alberta and Saskatchewan.,5,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
37,Where is Kennet?,3.198315143585205,Kennet is a small town in the Canadian province of Saskatchewan. It's located on the border between Alberta and Saskatchewan.,10,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
38,Where is Kennet?,2.9948694705963135,Kennet is a small town in the Canadian province of Saskatchewan. It's located on the border between Alberta and Saskatchewan.,20,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
39,Where is Kennet?,2.783142328262329,Kennet is a small town in the Canadian province of Saskatchewan. It's located on the border between Alberta and Saskatchewan.,50,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
40,Where is the Arena?,2.361820936203003,"The Arena is the largest arena in the world. It has a seating capacity of over 100,000 people.",5,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
41,Where is the Arena?,2.783932685852051,"The Arena is the largest arena in the world. It has a seating capacity of over 100,000 people.",10,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
42,Where is the Arena?,2.8789381980895996,"The Arena is the largest arena in the world. It has a seating capacity of over 100,000 people.",20,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
43,Where is the Arena?,2.7489681243896484,"The Arena is the largest arena in the world. It has a seating capacity of over 100,000 people.",50,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
44,Why was Avery chosen for Awakening?,2.8013672828674316,"Avery was chosen for Awakening because she was one of the few people who had the ability to do it. She was the only one who could do it, and she was chosen because of her ability to perform the act.",5,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
45,Why was Avery chosen for Awakening?,4.105818271636963,"Avery was chosen for Awakening because she was one of the few people who had the ability to do it. She was the only one who could do it, and she was chosen because of her ability to perform the act.",10,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
46,Why was Avery chosen for Awakening?,3.7654483318328857,"Avery was chosen for Awakening because she was one of the few people who had the ability to do it. She was the only one who could do it, and she was chosen because of her ability to perform the act.",20,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
47,Why was Avery chosen for Awakening?,20.104519605636597,"Avery was chosen for Awakening because she was one of the few people who had the ability to do it. She was the only one who could do it, and she was chosen because of her ability to perform the act.",50,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
48,Why is Maricaca a suspect?,5.738015413284302,"Maricica is a member of the Court of the Gilded Lily, which is the highest court in the United States. She is the leader of the court, and she has a lot of power and influence. She has been accused of being involved in some of the most heinous crimes in the history of the U.S., including murder, rape, and child molestation. This is a very serious charge, and there is a good chance that she will be found guilty.",5,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
49,Why is Maricaca a suspect?,5.00825572013855,"Maricica is a member of the Court of the Gilded Lily, which is the highest court in the United States. She is the leader of the court, and she has a lot of power and influence. She has been accused of being involved in some of the most heinous crimes in the history of the U.S., including murder, rape, and child molestation. This is a very serious charge, and there is a good chance that she will be found guilty.",10,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
50,Why is Maricaca a suspect?,7.9425201416015625,"Maricica is a member of the Court of the Gilded Lily, which is the highest court in the United States. She is the leader of the court, and she has a lot of power and influence. She has been accused of being involved in some of the most heinous crimes in the history of the U.S., including murder, rape, and child molestation. This is a very serious charge, and there is a good chance that she will be found guilty.",20,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
51,Why is Maricaca a suspect?,5.496849775314331,"Maricica is a member of the Court of the Gilded Lily, which is the highest court in the United States. She is the leader of the court, and she has a lot of power and influence. She has been accused of being involved in some of the most heinous crimes in the history of the U.S., including murder, rape, and child molestation. This is a very serious charge, and there is a good chance that she will be found guilty.",50,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
52,How does Verona's Sight describe objects?,4.043146848678589,"I don't know if this is what you're looking for, but I can tell you that Verona's sense of smell is very similar to our sense of sight. It's not perfect, but it's pretty close.",5,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
53,How does Verona's Sight describe objects?,3.5782582759857178,"I don't know if this is what you're looking for, but I can tell you that Verona's sense of smell is very similar to our sense of sight. It's not perfect, but it's pretty close.",10,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
54,How does Verona's Sight describe objects?,3.362740993499756,"I don't know if this is what you're looking for, but I can tell you that Verona's sense of smell is very similar to our sense of sight. It's not perfect, but it's pretty close.",20,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
55,How does Verona's Sight describe objects?,3.979290246963501,"I don't know if this is what you're looking for, but I can tell you that Verona's sense of smell is very similar to our sense of sight. It's not perfect, but it's pretty close.",50,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
56,How long has the Carmine been dead?,5.205833673477173,"I don't know the answer to this question, but I can tell you that the Carmine has been dead for a very long time.",5,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
57,How long has the Carmine been dead?,5.663525819778442,"I don't know the answer to this question, but I can tell you that the Carmine has been dead for a very long time.",10,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
58,How long has the Carmine been dead?,5.736959934234619,"I don't know the answer to this question, but I can tell you that the Carmine has been dead for a very long time.",20,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
59,How long has the Carmine been dead?,5.313408374786377,"I don't know the answer to this question, but I can tell you that the Carmine has been dead for a very long time.",50,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
60,How old is Matthew?,6.398303508758545,"I don't know the answer to your question, but I'll give it a shot. Matthew was born in the mid-1970s, so he would have been about 12 years old at the time of his birth.",5,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
61,How old is Matthew?,5.65234637260437,"I don't know the answer to your question, but I'll give it a shot. Matthew was born in the mid-1970s, so he would have been about 12 years old at the time of his birth.",10,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
62,How old is Matthew?,7.875113248825073,"I don't know the answer to your question, but I'll give it a shot. Matthew was born in the mid-1970s, so he would have been about 12 years old at the time of his birth.",20,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
63,How old is Matthew?,7.845929861068726,"I don't know the answer to your question, but I'll give it a shot. Matthew was born in the mid-1970s, so he would have been about 12 years old at the time of his birth.",50,word,400,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
0,Who is Avery Kelly?,10.97892427444458,Avery Kelly is one of the most important people in the history of the United States of America. He is the head of the Department of Homeland Security.,5,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
1,Who is Avery Kelly?,3.7223663330078125,Avery Kelly is one of the most important people in the history of the United States of America. He is the head of the Department of Homeland Security.,10,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
2,Who is Avery Kelly?,4.296518325805664,Avery Kelly is one of the most important people in the history of the United States of America. He is the head of the Department of Homeland Security.,20,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
3,Who is Avery Kelly?,4.95296573638916,Avery Kelly is one of the most important people in the history of the United States of America. He is the head of the Department of Homeland Security.,50,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
4,Who is Zed?,11.382171154022217,"Zed is a character in the book. He is the protagonist of the book, but he is not the main character. Instead, he is one of the main characters in the movie. The movie is set in the late 1800s, and the book takes place in the early 1900s. In the movie, Zed and Brie are in a car, and they are driving through the woods. Brie is in the passenger seat, and Zed is driving the steering wheel. As the movie progresses, it becomes apparent that Brie and Zed are not the same person, and that Zed is in fact a different person from Brie. This leads to a lot of confusion.",5,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
5,Who is Zed?,9.807249784469604,"Zed is a character in the book. He is the protagonist of the book, but he is not the main character. Instead, he is one of the main characters in the movie. The movie is set in the late 1800s, and the book takes place in the early 1900s. In the movie, Zed and Brie are in a car, and they are driving through the woods. Brie is in the passenger seat, and Zed is driving the steering wheel. As the movie progresses, it becomes apparent that Brie and Zed are not the same person, and that Zed is in fact a different person from Brie. This leads to a lot of confusion.",10,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
6,Who is Zed?,10.250727415084839,"Zed is a character in the book. He is the protagonist of the book, but he is not the main character. Instead, he is one of the main characters in the movie. The movie is set in the late 1800s, and the book takes place in the early 1900s. In the movie, Zed and Brie are in a car, and they are driving through the woods. Brie is in the passenger seat, and Zed is driving the steering wheel. As the movie progresses, it becomes apparent that Brie and Zed are not the same person, and that Zed is in fact a different person from Brie. This leads to a lot of confusion.",20,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
7,Who is Zed?,7.816491365432739,"Zed is a character in the book. He is the protagonist of the book, but he is not the main character. Instead, he is one of the main characters in the movie. The movie is set in the late 1800s, and the book takes place in the early 1900s. In the movie, Zed and Brie are in a car, and they are driving through the woods. Brie is in the passenger seat, and Zed is driving the steering wheel. As the movie progresses, it becomes apparent that Brie and Zed are not the same person, and that Zed is in fact a different person from Brie. This leads to a lot of confusion.",50,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
8,What is Toadswallow?,3.0847995281219482,"Toadswallow is the name of a bird. It's a bird that lives in the sky. It can fly, but it can't fly very fast.",5,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
9,What is Toadswallow?,3.4860098361968994,"Toadswallow is the name of a bird. It's a bird that lives in the sky. It can fly, but it can't fly very fast.",10,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
10,What is Toadswallow?,4.085994005203247,"Toadswallow is the name of a bird. It's a bird that lives in the sky. It can fly, but it can't fly very fast.",20,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
11,What is Toadswallow?,3.545775890350342,"Toadswallow is the name of a bird. It's a bird that lives in the sky. It can fly, but it can't fly very fast.",50,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
12,What is Miss?,3.4420433044433594,"Miss is a term used to refer to a person who is in a position of authority or authority over another person. For example, if you are the President of the United States, you are a member of the Supreme Court.",5,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
13,What is Miss?,4.8851048946380615,"Miss is a term used to refer to a person who is in a position of authority or authority over another person. For example, if you are the President of the United States, you are a member of the Supreme Court.",10,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
14,What is Miss?,3.821453094482422,"Miss is a term used to refer to a person who is in a position of authority or authority over another person. For example, if you are the President of the United States, you are a member of the Supreme Court.",20,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
15,What is Miss?,5.783354997634888,"Miss is a term used to refer to a person who is in a position of authority or authority over another person. For example, if you are the President of the United States, you are a member of the Supreme Court.",50,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
16,What is the Forest Ribbon Trail?,6.182224273681641,"The Forest Ribbon Trail is a common first finding for those practitioners who traverse the Paths, the far-flung realms that exist at the edge of all. The Paths are where things lost to the Ruins, Court, Warren and Spirit World go, drifting on the seas of Oblivion. The Trail grants a gift, and the woven object gives freer access through the Path.",5,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
17,What is the Forest Ribbon Trail?,6.691349744796753,"The Forest Ribbon Trail is a common first finding for those practitioners who traverse the Paths, the far-flung realms that exist at the edge of all. The Paths are where things lost to the Ruins, Court, Warren and Spirit World go, drifting on the seas of Oblivion. The Trail grants a gift, and the woven object gives freer access through the Path.",10,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
18,What is the Forest Ribbon Trail?,8.006160020828247,"The Forest Ribbon Trail is a common first finding for those practitioners who traverse the Paths, the far-flung realms that exist at the edge of all. The Paths are where things lost to the Ruins, Court, Warren and Spirit World go, drifting on the seas of Oblivion. The Trail grants a gift, and the woven object gives freer access through the Path.",20,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
19,What is the Forest Ribbon Trail?,10.588602542877197,"The Forest Ribbon Trail is a common first finding for those practitioners who traverse the Paths, the far-flung realms that exist at the edge of all. The Paths are where things lost to the Ruins, Court, Warren and Spirit World go, drifting on the seas of Oblivion. The Trail grants a gift, and the woven object gives freer access through the Path.",50,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
20,What animal is Snowdrop?,2.695847511291504,Snowdrop is an opossum.,5,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
21,What animal is Snowdrop?,2.1999776363372803,Snowdrop is an opossum.,10,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
22,What animal is Snowdrop?,2.896355390548706,Snowdrop is an opossum.,20,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
23,What animal is Snowdrop?,2.603710174560547,Snowdrop is an opossum.,50,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
24,What happened at the Awakening Ritual?,10.696997165679932,"I don't know if this is what you're looking for, but I can tell you that it wasn't the Awakening Ritual. It was more of an initiation ceremony, where the initiates were told that they were going to become a part of a larger group of people called the Others. The Others are a group of spirits that live in the world, and they are supposed to be able to communicate with the rest of the world. The Awakening Ritual is a way for the Others to show that they are capable of communicating with other beings, and that they have the power to do so. If you're interested in learning more about this, I highly recommend this book.",5,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
25,What happened at the Awakening Ritual?,8.922128677368164,"I don't know if this is what you're looking for, but I can tell you that it wasn't the Awakening Ritual. It was more of an initiation ceremony, where the initiates were told that they were going to become a part of a larger group of people called the Others. The Others are a group of spirits that live in the world, and they are supposed to be able to communicate with the rest of the world. The Awakening Ritual is a way for the Others to show that they are capable of communicating with other beings, and that they have the power to do so. If you're interested in learning more about this, I highly recommend this book.",10,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
26,What happened at the Awakening Ritual?,10.864124298095703,"I don't know if this is what you're looking for, but I can tell you that it wasn't the Awakening Ritual. It was more of an initiation ceremony, where the initiates were told that they were going to become a part of a larger group of people called the Others. The Others are a group of spirits that live in the world, and they are supposed to be able to communicate with the rest of the world. The Awakening Ritual is a way for the Others to show that they are capable of communicating with other beings, and that they have the power to do so. If you're interested in learning more about this, I highly recommend this book.",20,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
27,What happened at the Awakening Ritual?,8.299699306488037,"I don't know if this is what you're looking for, but I can tell you that it wasn't the Awakening Ritual. It was more of an initiation ceremony, where the initiates were told that they were going to become a part of a larger group of people called the Others. The Others are a group of spirits that live in the world, and they are supposed to be able to communicate with the rest of the world. The Awakening Ritual is a way for the Others to show that they are capable of communicating with other beings, and that they have the power to do so. If you're interested in learning more about this, I highly recommend this book.",50,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
28,When does the Hungry Choir contest start?,5.854050397872925,"I don't know the answer to your question, but I can give you an idea of how it works. The Hungry Choir is a group of people who get together and sing a song. It's not a competition, it's just a bunch of people singing the same song at the same time. If you're interested in learning more about it, you can check out their website.",5,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
29,When does the Hungry Choir contest start?,6.121023178100586,"I don't know the answer to your question, but I can give you an idea of how it works. The Hungry Choir is a group of people who get together and sing a song. It's not a competition, it's just a bunch of people singing the same song at the same time. If you're interested in learning more about it, you can check out their website.",10,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
30,When does the Hungry Choir contest start?,8.357318878173828,"I don't know the answer to your question, but I can give you an idea of how it works. The Hungry Choir is a group of people who get together and sing a song. It's not a competition, it's just a bunch of people singing the same song at the same time. If you're interested in learning more about it, you can check out their website.",20,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
31,When does the Hungry Choir contest start?,5.036000967025757,"I don't know the answer to your question, but I can give you an idea of how it works. The Hungry Choir is a group of people who get together and sing a song. It's not a competition, it's just a bunch of people singing the same song at the same time. If you're interested in learning more about it, you can check out their website.",50,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
32,When does Alpeana Operate?,3.0859453678131104,"Alpeana doesn't ""operate"" in the sense that she doesn't do anything. She's just there to do her job. She doesn't have to do anything, she just has to be there.",5,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
33,When does Alpeana Operate?,3.56247615814209,"Alpeana doesn't ""operate"" in the sense that she doesn't do anything. She's just there to do her job. She doesn't have to do anything, she just has to be there.",10,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
34,When does Alpeana Operate?,4.063548564910889,"Alpeana doesn't ""operate"" in the sense that she doesn't do anything. She's just there to do her job. She doesn't have to do anything, she just has to be there.",20,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
35,When does Alpeana Operate?,3.586509943008423,"Alpeana doesn't ""operate"" in the sense that she doesn't do anything. She's just there to do her job. She doesn't have to do anything, she just has to be there.",50,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
36,Where is Kennet?,3.3386077880859375,"Kennet is the name of a mountain in the Alps. It's the highest mountain in Europe, and the tallest mountain in North America.",5,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
37,Where is Kennet?,4.420205354690552,"Kennet is the name of a mountain in the Alps. It's the highest mountain in Europe, and the tallest mountain in North America.",10,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
38,Where is Kennet?,4.0815253257751465,"Kennet is the name of a mountain in the Alps. It's the highest mountain in Europe, and the tallest mountain in North America.",20,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
39,Where is Kennet?,3.4341816902160645,"Kennet is the name of a mountain in the Alps. It's the highest mountain in Europe, and the tallest mountain in North America.",50,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
40,Where is the Arena?,3.073939800262451,"The Arena is the largest indoor arena in the United States. It is located in the center of the city of Kennet, Washington, and is one of the largest arenas in the world.",5,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
41,Where is the Arena?,3.0103909969329834,"The Arena is the largest indoor arena in the United States. It is located in the center of the city of Kennet, Washington, and is one of the largest arenas in the world.",10,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
42,Where is the Arena?,3.249096393585205,"The Arena is the largest indoor arena in the United States. It is located in the center of the city of Kennet, Washington, and is one of the largest arenas in the world.",20,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
43,Where is the Arena?,3.1703009605407715,"The Arena is the largest indoor arena in the United States. It is located in the center of the city of Kennet, Washington, and is one of the largest arenas in the world.",50,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
44,Why was Avery chosen for Awakening?,11.973625898361206,"Avery was chosen for Awakening because she was a member of the Paths. The Paths are a group of people who believe in the existence of a higher power. They believe that this higher power is responsible for everything that happens in the world, and that it is the responsibility of the people who live in this world to make sure that the higher power doesn't interfere with the lives of those who live on the other side of the world. Because of this belief, Avery was chosen to be a part of this group. She was chosen because of the fact that she was one of the first people to participate in this group, and because of her ability to communicate with the other members of the group.",5,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
45,Why was Avery chosen for Awakening?,8.711338996887207,"Avery was chosen for Awakening because she was a member of the Paths. The Paths are a group of people who believe in the existence of a higher power. They believe that this higher power is responsible for everything that happens in the world, and that it is the responsibility of the people who live in this world to make sure that the higher power doesn't interfere with the lives of those who live on the other side of the world. Because of this belief, Avery was chosen to be a part of this group. She was chosen because of the fact that she was one of the first people to participate in this group, and because of her ability to communicate with the other members of the group.",10,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
46,Why was Avery chosen for Awakening?,9.00093150138855,"Avery was chosen for Awakening because she was a member of the Paths. The Paths are a group of people who believe in the existence of a higher power. They believe that this higher power is responsible for everything that happens in the world, and that it is the responsibility of the people who live in this world to make sure that the higher power doesn't interfere with the lives of those who live on the other side of the world. Because of this belief, Avery was chosen to be a part of this group. She was chosen because of the fact that she was one of the first people to participate in this group, and because of her ability to communicate with the other members of the group.",20,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
47,Why was Avery chosen for Awakening?,7.852488279342651,"Avery was chosen for Awakening because she was a member of the Paths. The Paths are a group of people who believe in the existence of a higher power. They believe that this higher power is responsible for everything that happens in the world, and that it is the responsibility of the people who live in this world to make sure that the higher power doesn't interfere with the lives of those who live on the other side of the world. Because of this belief, Avery was chosen to be a part of this group. She was chosen because of the fact that she was one of the first people to participate in this group, and because of her ability to communicate with the other members of the group.",50,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
48,Why is Maricaca a suspect?,6.6428916454315186,There are a lot of reasons why Maricaca might be a suspect. 1. She is a prostitute. 2. She was a prostitute for a long time. 3. She has a history of cheating on her husband. 4. She had a child with a man who killed his wife. 5. She used to work as a prostitute in a brothel. 6. Her husband was a serial killer. 7. She and her husband had an affair. 8. Maricica is a drug addict. 9. She may have been involved in the murder of her husband's wife. 10. She might have had a relationship with the man who murdered his wife's husband.,5,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
49,Why is Maricaca a suspect?,8.857065677642822,There are a lot of reasons why Maricaca might be a suspect. 1. She is a prostitute. 2. She was a prostitute for a long time. 3. She has a history of cheating on her husband. 4. She had a child with a man who killed his wife. 5. She used to work as a prostitute in a brothel. 6. Her husband was a serial killer. 7. She and her husband had an affair. 8. Maricica is a drug addict. 9. She may have been involved in the murder of her husband's wife. 10. She might have had a relationship with the man who murdered his wife's husband.,10,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
50,Why is Maricaca a suspect?,7.027690649032593,There are a lot of reasons why Maricaca might be a suspect. 1. She is a prostitute. 2. She was a prostitute for a long time. 3. She has a history of cheating on her husband. 4. She had a child with a man who killed his wife. 5. She used to work as a prostitute in a brothel. 6. Her husband was a serial killer. 7. She and her husband had an affair. 8. Maricica is a drug addict. 9. She may have been involved in the murder of her husband's wife. 10. She might have had a relationship with the man who murdered his wife's husband.,20,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
51,Why is Maricaca a suspect?,7.391680955886841,There are a lot of reasons why Maricaca might be a suspect. 1. She is a prostitute. 2. She was a prostitute for a long time. 3. She has a history of cheating on her husband. 4. She had a child with a man who killed his wife. 5. She used to work as a prostitute in a brothel. 6. Her husband was a serial killer. 7. She and her husband had an affair. 8. Maricica is a drug addict. 9. She may have been involved in the murder of her husband's wife. 10. She might have had a relationship with the man who murdered his wife's husband.,50,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
